COG,KO,COG2,COG3,COG4,func,name
COG1241,K02542,,,NA,L,DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family
COG1241,K02212,,,NA,L,DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family
COG1241,K10726,,,NA,L,DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family
COG1241,K02209,,,NA,L,DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family
COG1241,K02540,,,NA,L,DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family
COG1241,K02210,,,NA,L,DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family
COG1242,K07139,,,NA,R,Radical SAM superfamily enzyme
COG1243,K07739,,,NA,KB,Histone acetyltransferase, component of the RNA polymerase elongator complex
COG1244,K06936,,,NA,R,Uncharacterized Fe-S cluster-containing protein. MiaB family
COG1245,K06174,,,NA,J,Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains
COG1246,K00619,,,NA,E,N-acetylglutamate synthase or related acetyltransferase, GNAT family
COG1247,K03823,,,NA,E,L-amino acid N-acyltransferase YncA
COG1249,K21739,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1249,K00383,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1249,K00520,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1249,K22182,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1249,K00382,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1249,K00322,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1249,K22364,,,NA,C,Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme
COG1250,K00074,,,NA,I,3-hydroxyacyl-CoA dehydrogenase
COG1250,K18612,,,NA,I,3-hydroxyacyl-CoA dehydrogenase
COG1250,K17735,,,NA,I,3-hydroxyacyl-CoA dehydrogenase
COG1250,K15039,,,NA,I,3-hydroxyacyl-CoA dehydrogenase
COG1251,K22567,,,NA,C,NAD(P)H-nitrite reductase, large subunit
COG1251,K18088,,,NA,C,NAD(P)H-nitrite reductase, large subunit
COG1251,K00362,,,NA,C,NAD(P)H-nitrite reductase, large subunit
COG1251,K05297,,,NA,C,NAD(P)H-nitrite reductase, large subunit
COG1252,K03885,,,NA,C,NADH dehydrogenase, FAD-containing subunit
COG1252,K00356,,,NA,C,NADH dehydrogenase, FAD-containing subunit
COG1253,K03699,,,NA,R,Hemolysin or related protein, contains CBS domains
COG1254,K01512,,,NA,C,Acylphosphatase
COG1255,K09713,,,NA,S,Uncharacterized protein, UPF0146 family
COG1256,K02396,,,NA,N,Flagellar hook-associated protein FlgK
COG1257,K00021,,,NA,I,Hydroxymethylglutaryl-CoA reductase
COG1257,K00054,,,NA,I,Hydroxymethylglutaryl-CoA reductase
COG1258,K07583,,,NA,J,tRNA U54 and U55 pseudouridine synthase Pus10
COG1259,K08999,,,NA,R,Bifunctional DNase/RNase
COG1260,K01858,,,NA,I,Myo-inositol-1-phosphate synthase
COG1261,K02386,,,NA,N,Flagella basal body P-ring formation protein FlgA
COG1262,K13444,,,NA,O,Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain
COG1262,K18912,,,NA,O,Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain
COG1262,K20333,,,NA,O,Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain
COG1263,K02810,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02765,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02757,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02804,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K20118,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02791,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K20108,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02753,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02750,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02779,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1263,K02819,,,NA,G,Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1264,K02764,,,NA,G,Phosphotransferase system IIB components
COG1264,K20107,,,NA,G,Phosphotransferase system IIB components
COG1264,K20117,,,NA,G,Phosphotransferase system IIB components
COG1264,K02749,,,NA,G,Phosphotransferase system IIB components
COG1264,K02756,,,NA,G,Phosphotransferase system IIB components
COG1264,K02803,,,NA,G,Phosphotransferase system IIB components
COG1264,K02809,,,NA,G,Phosphotransferase system IIB components
COG1264,K02790,,,NA,G,Phosphotransferase system IIB components
COG1264,K02778,,,NA,G,Phosphotransferase system IIB components
COG1264,K02818,,,NA,G,Phosphotransferase system IIB components
COG1264,K02752,,,NA,G,Phosphotransferase system IIB components
COG1266,K07052,,,NA,O,Membrane protease YdiL, CAAX protease family
COG1267,K01095,,,NA,I,Phosphatidylglycerophosphatase A
COG1268,K03523,,,NA,H,Biotin transporter BioY
COG1269,K02123,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit I/STV1
COG1269,K02154,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit I/STV1
COG1270,K02227,,,NA,H,Cobalamin biosynthesis protein CobD/CbiB
COG1271,K00425,,,NA,C,Cytochrome bd-type quinol oxidase, subunit 1
COG1272,K11068,,,NA,U,Predicted membrane channel-forming protein YqfA, hemolysin III family
COG1272,K07036,,,NA,U,Predicted membrane channel-forming protein YqfA, hemolysin III family
COG1272,K07297,,,NA,U,Predicted membrane channel-forming protein YqfA, hemolysin III family
COG1273,K10979,,,NA,L,Non-homologous end joining protein Ku, dsDNA break repair
COG1274,K01596,,,NA,C,Phosphoenolpyruvate carboxykinase, GTP-dependent
COG1275,K03304,,,NA,V,Tellurite resistance protein TehA and related permeases
COG1275,K11041,,,NA,V,Tellurite resistance protein TehA and related permeases
COG1276,K07245,,,NA,P,Putative copper export protein
COG1277,K19341,,,NA,O,ABC-type transport system involved in multi-copper enzyme maturation, permease component
COG1277,K19310,,,NA,O,ABC-type transport system involved in multi-copper enzyme maturation, permease component
COG1278,K03704,,,NA,K,Cold shock protein, CspA family
COG1279,K06895,,,NA,E,Arginine exporter protein ArgO
COG1280,K06600,,,NA,E,Threonine/homoserine/homoserine lactone efflux protein
COG1280,K11250,,,NA,E,Threonine/homoserine/homoserine lactone efflux protein
COG1280,K05835,,,NA,E,Threonine/homoserine/homoserine lactone efflux protein
COG1280,K05834,,,NA,E,Threonine/homoserine/homoserine lactone efflux protein
COG1280,K11249,,,NA,E,Threonine/homoserine/homoserine lactone efflux protein
COG1280,K03329,,,NA,E,Threonine/homoserine/homoserine lactone efflux protein
COG1281,K04083,,,NA,O,Redox-regulated molecular chaperone, HSP33 family
COG1282,K00325,,,NA,C,NAD/NADP transhydrogenase beta subunit
COG1283,K14683,,,NA,P,Na+/phosphate symporter
COG1283,K03324,,,NA,P,Na+/phosphate symporter
COG1285,K07507,,,NA,S,Uncharacterized membrane protein YhiD, involved in acid resistance
COG1286,K03558,,,NA,S,Uncharacterized membrane protein, required for colicin V production
COG1287,K07151,,,NA,O,Asparagine N-glycosylation enzyme, membrane subunit Stt3
COG1287,K21306,,,NA,O,Asparagine N-glycosylation enzyme, membrane subunit Stt3
COG1287,K17251,,,NA,O,Asparagine N-glycosylation enzyme, membrane subunit Stt3
COG1289,K03468,,,NA,S,Uncharacterized membrane protein YccC
COG1289,K15547,,,NA,S,Uncharacterized membrane protein YccC
COG1290,K03891,,,NA,C,Cytochrome b subunit of the bc complex
COG1290,K02635,,,NA,C,Cytochrome b subunit of the bc complex
COG1290,K00412,,,NA,C,Cytochrome b subunit of the bc complex
COG1290,K03887,,,NA,C,Cytochrome b subunit of the bc complex
COG1290,K15879,,,NA,C,Cytochrome b subunit of the bc complex
COG1290,K02637,,,NA,C,Cytochrome b subunit of the bc complex
COG1291,K02556,,,NA,N,Flagellar motor component MotA
COG1292,K02168,,,NA,M,Choline-glycine betaine transporter
COG1292,K05245,,,NA,M,Choline-glycine betaine transporter
COG1292,K03451,,,NA,M,Choline-glycine betaine transporter
COG1292,K05020,,,NA,M,Choline-glycine betaine transporter
COG1294,K00426,,,NA,C,Cytochrome bd-type quinol oxidase, subunit 2
COG1295,K07058,,,NA,S,Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)
COG1298,K03230,,,NA,N,Flagellar biosynthesis pathway, component FlhA
COG1298,K02400,,,NA,N,Flagellar biosynthesis pathway, component FlhA
COG1299,K11203,,,NA,G,Phosphotransferase system, fructose-specific IIC component
COG1299,K02770,,,NA,G,Phosphotransferase system, fructose-specific IIC component
COG1299,K11200,,,NA,G,Phosphotransferase system, fructose-specific IIC component
COG1300,K06384,,,NA,D,Uncharacterized membrane protein SpoIIM, required for sporulation
COG1301,K11102,,,NA,C,Na+/H+-dicarboxylate symporter
COG1301,K03309,,,NA,C,Na+/H+-dicarboxylate symporter
COG1301,K11103,,,NA,C,Na+/H+-dicarboxylate symporter
COG1303,K07254,,,NA,R,Predicted rRNA methylase, SpoU family
COG1304,K00467,,,NA,CIR,FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
COG1304,K10530,,,NA,CIR,FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
COG1304,K00101,,,NA,CIR,FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
COG1305,K22452,,,NA,O,Transglutaminase-like enzyme, putative cysteine protease
COG1308,K03626,,,NA,K,Transcription factor homologous to NACalpha-BTF3
COG1309,K22105,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K19047,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18301,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K09017,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K05501,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18294,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K22295,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K20325,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K22107,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K02167,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K21961,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K22106,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K21453,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18136,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K22108,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K21962,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K13770,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18992,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18476,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K10913,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18130,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18135,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18137,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18905,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K22294,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K19736,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K19335,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K16137,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18937,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18129,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18140,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K22041,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K03577,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18938,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K16138,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K19060,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1309,K18939,,,NA,K,DNA-binding transcriptional regulator, AcrR family
COG1310,K20110,,,NA,O,Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif
COG1310,K21140,,,NA,O,Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif
COG1311,K02323,,,NA,L,Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B
COG1311,K02328,,,NA,L,Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B
COG1312,K01686,,,NA,G,D-mannonate dehydratase
COG1313,K04070,,,NA,R,Uncharacterized Fe-S protein PflX, radical SAM superfamily
COG1314,K03075,,,NA,U,Preprotein translocase subunit SecG
COG1315,K09749,,,NA,S,Uncharacterized conserved protein, DUF342 family
COG1317,K02411,,,NA,NU,Flagellar biosynthesis/type III secretory pathway protein FliH
COG1317,K03223,,,NA,NU,Flagellar biosynthesis/type III secretory pathway protein FliH
COG1318,K07745,,,NA,K,Predicted transcriptional regulator
COG1319,K03519,,,NA,C,CO or xanthine dehydrogenase, FAD-binding subunit
COG1319,K11178,,,NA,C,CO or xanthine dehydrogenase, FAD-binding subunit
COG1319,K13479,,,NA,C,CO or xanthine dehydrogenase, FAD-binding subunit
COG1319,K20445,,,NA,C,CO or xanthine dehydrogenase, FAD-binding subunit
COG1319,K18021,,,NA,C,CO or xanthine dehydrogenase, FAD-binding subunit
COG1319,K12529,,,NA,C,CO or xanthine dehydrogenase, FAD-binding subunit
COG1320,K05571,,,NA,P,Multisubunit Na+/H+ antiporter, MnhG subunit
COG1320,K14112,,,NA,P,Multisubunit Na+/H+ antiporter, MnhG subunit
COG1320,K05564,,,NA,P,Multisubunit Na+/H+ antiporter, MnhG subunit
COG1321,K03709,,,NA,K,Mn-dependent transcriptional regulator, DtxR family
COG1321,K11924,,,NA,K,Mn-dependent transcriptional regulator, DtxR family
COG1322,K09760,,,NA,L,DNA anti-recombination protein (rearrangement mutator) RmuC
COG1324,K03926,,,NA,P,Uncharacterized protein involved in tolerance to divalent cations
COG1325,K07581,,,NA,J,Exosome subunit, RNA binding protein with dsRBD fold
COG1327,K07738,,,NA,K,Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains
COG1328,K21636,,,NA,F,Anaerobic ribonucleoside-triphosphate reductase
COG1329,K07736,,,NA,K,RNA polymerase-interacting regulator, CarD/CdnL/TRCF family
COG1330,K03583,,,NA,L,Exonuclease V gamma subunit
COG1331,K06888,,,NA,R,Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains
COG1332,K19140,,,NA,V,CRISPR/Cas system CSM-associated protein Csm5, group 7 of RAMP superfamily
COG1333,K07399,,,NA,CO,Cytochrome c biogenesis protein ResB
COG1334,K06603,,,NA,R,Uncharacterized conserved protein, FlaG/YvyC family
COG1335,K13995,,,NA,HR,Nicotinamidase-related amidase
COG1335,K09020,,,NA,HR,Nicotinamidase-related amidase
COG1335,K01440,,,NA,HR,Nicotinamidase-related amidase
COG1335,K08281,,,NA,HR,Nicotinamidase-related amidase
COG1335,K20816,,,NA,HR,Nicotinamidase-related amidase
COG1336,K09000,,,NA,V,CRISPR/Cas system CMR subunit Cmr4, Cas7 group, RAMP superfamily
COG1337,K09002,,,NA,V,CRISPR/Cas system CSM-associated protein Csm3, group 7 of RAMP superfamily
COG1338,K02419,,,NA,N,Flagellar biosynthetic protein FliP
COG1338,K03226,,,NA,N,Flagellar biosynthetic protein FliP
COG1339,K07732,,,NA,H,Archaeal CTP-dependent riboflavin kinase
COG1341,K06947,,,NA,J,Polynucleotide 5'-kinase, involved in rRNA processing
COG1342,K06933,,,NA,R,Predicted DNA-binding protein, UPF0251 family
COG1344,K02397,,,NA,N,Flagellin and related hook-associated protein FlgL
COG1344,K02406,,,NA,N,Flagellin and related hook-associated protein FlgL
COG1345,K02407,,,NA,N,Flagellar capping protein FliD
COG1346,K05339,,,NA,M,Putative effector of murein hydrolase
COG1347,K03613,,,NA,C,Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD
COG1347,K00349,,,NA,C,Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD
COG1348,K22899,,,NA,P,Nitrogenase subunit NifH, an ATPase
COG1348,K21610,,,NA,P,Nitrogenase subunit NifH, an ATPase
COG1348,K02588,,,NA,P,Nitrogenase subunit NifH, an ATPase
COG1348,K04037,,,NA,P,Nitrogenase subunit NifH, an ATPase
COG1349,K03436,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K22103,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K02468,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K02430,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K02530,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K02444,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K02436,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K06608,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K21601,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K03477,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K11534,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K06283,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K02081,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1349,K20271,,,NA,KG,DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
COG1350,K06001,,,NA,E,Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)
COG1351,K03465,,,NA,F,Thymidylate synthase ThyX
COG1352,K00575,,,NA,NT,Methylase of chemotaxis methyl-accepting proteins
COG1352,K13486,,,NA,NT,Methylase of chemotaxis methyl-accepting proteins
COG1352,K02661,,,NA,NT,Methylase of chemotaxis methyl-accepting proteins
COG1353,K19122,,,NA,V,CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain
COG1353,K19076,,,NA,V,CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain
COG1353,K07016,,,NA,V,CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain
COG1354,K05896,,,NA,L,Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family
COG1355,K06990,,,NA,R,Predicted class III extradiol dioxygenase, MEMO1 family
COG1356,K09714,,,NA,K,Transcriptional regulator
COG1357,K15352,,,NA,S,Uncharacterized protein YjbI, contains pentapeptide repeats
COG1357,K18555,,,NA,S,Uncharacterized protein YjbI, contains pentapeptide repeats
COG1358,K02951,,,NA,J,Ribosomal protein L7Ae or related RNA K-turn-binding protein
COG1358,K02936,,,NA,J,Ribosomal protein L7Ae or related RNA K-turn-binding protein
COG1358,K07590,,,NA,J,Ribosomal protein L7Ae or related RNA K-turn-binding protein
COG1358,K12845,,,NA,J,Ribosomal protein L7Ae or related RNA K-turn-binding protein
COG1359,K11530,,,NA,C,Quinol monooxygenase YgiN
COG1360,K02557,,,NA,N,Flagellar motor protein MotB
COG1362,K01268,,,NA,E,Aspartyl aminopeptidase
COG1362,K01267,,,NA,E,Aspartyl aminopeptidase
COG1363,K20608,,,NA,EG,Putative aminopeptidase FrvX
COG1363,K01261,,,NA,EG,Putative aminopeptidase FrvX
COG1363,K20609,,,NA,EG,Putative aminopeptidase FrvX
COG1364,K00620,,,NA,E,N-acetylglutamate synthase (N-acetylornithine aminotransferase)
COG1365,K07134,,,NA,R,Predicted ATPase, PP-loop superfamily
COG1366,K17762,,,NA,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1366,K04749,,,NA,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1366,K06378,,,NA,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1366,K17763,,,NA,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1366,K20978,,,NA,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1367,K07061,,,NA,V,CRISPR/Cas system CMR-associated protein Cmr1, group 7 of RAMP superfamily
COG1368,K01002,,,NA,M,Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily
COG1368,K19005,,,NA,M,Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily
COG1369,K03537,,,NA,J,RNase P/RNase MRP subunit POP5
COG1370,K07398,,,NA,J,tRNA-guanine transglycosylase, archaeosine-15-forming
COG1373,K07133,,,NA,R,Predicted ATPase, AAA+ superfamily
COG1374,K07565,,,NA,J,Rbosome biogenesis protein Nip4, contains PUA domain
COG1376,K19235,,,NA,M,Lipoprotein-anchoring transpeptidase ErfK/SrfK
COG1376,K19234,,,NA,M,Lipoprotein-anchoring transpeptidase ErfK/SrfK
COG1376,K16291,,,NA,M,Lipoprotein-anchoring transpeptidase ErfK/SrfK
COG1376,K19236,,,NA,M,Lipoprotein-anchoring transpeptidase ErfK/SrfK
COG1377,K22510,,,NA,N,Flagellar biosynthesis protein FlhB
COG1377,K03229,,,NA,N,Flagellar biosynthesis protein FlhB
COG1377,K02401,,,NA,N,Flagellar biosynthesis protein FlhB
COG1380,K06518,,,NA,R,Putative effector of murein hydrolase LrgA, UPF0299 family
COG1380,K05338,,,NA,R,Putative effector of murein hydrolase LrgA, UPF0299 family
COG1381,K03584,,,NA,L,Recombinational DNA repair protein (RecF pathway)
COG1382,K04798,,,NA,O,Prefoldin, chaperonin cofactor
COG1383,K02962,,,NA,J,Ribosomal protein S17E
COG1384,K04566,,,NA,J,Lysyl-tRNA synthetase, class I
COG1385,K09761,,,NA,J,16S rRNA U1498 N3-methylase RsmE
COG1386,K06024,,,NA,K,Chromosome segregation and condensation protein ScpB
COG1387,K04486,,,NA,ER,Histidinol phosphatase or related hydrolase of the PHP family
COG1387,K04477,,,NA,ER,Histidinol phosphatase or related hydrolase of the PHP family
COG1389,K03167,,,NA,L,DNA topoisomerase VI, subunit B
COG1390,K02150,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit E/Vma4
COG1390,K02121,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit E/Vma4
COG1391,K00982,,,NA,O,Glutamine synthetase adenylyltransferase
COG1392,K07220,,,NA,S,Uncharacterized conserved protein YkaA, distantly related to PhoU, UPF0111/DUF47 family
COG1393,K16509,,,NA,P,Arsenate reductase and related proteins, glutaredoxin family
COG1393,K00537,,,NA,P,Arsenate reductase and related proteins, glutaredoxin family
COG1394,K02149,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit D/Vma8
COG1394,K02120,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit D/Vma8
COG1395,K07728,,,NA,K,Predicted transcriptional regulator
COG1396,K22299,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K18830,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K20391,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K13655,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K15773,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K20480,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K19449,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K20373,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K14056,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K20374,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K19417,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K20342,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1396,K22300,,,NA,K,Transcriptional regulator, contains XRE-family HTH domain
COG1397,K05521,,,NA,O,ADP-ribosylglycohydrolase
COG1398,K00507,,,NA,I,Fatty-acid desaturase
COG1399,K07040,,,NA,S,Uncharacterized metal-binding protein YceD, DUF177 family
COG1400,K03105,,,NA,U,Signal recognition particle subunit SEC65
COG1401,K07452,,,NA,V,5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB
COG1402,K22232,,,NA,HQ, Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis
COG1402,K01470,,,NA,HQ, Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis
COG1402,K14653,,,NA,HQ, Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis
COG1403,K07451,,,NA,V,5-methylcytosine-specific restriction endonuclease McrA
COG1404,K14647,,,NA,O,Serine protease, subtilisin family
COG1404,K20754,,,NA,O,Serine protease, subtilisin family
COG1404,K08652,,,NA,O,Serine protease, subtilisin family
COG1404,K01336,,,NA,O,Serine protease, subtilisin family
COG1404,K14743,,,NA,O,Serine protease, subtilisin family
COG1404,K17734,,,NA,O,Serine protease, subtilisin family
COG1404,K14645,,,NA,O,Serine protease, subtilisin family
COG1404,K13274,,,NA,O,Serine protease, subtilisin family
COG1404,K13275,,,NA,O,Serine protease, subtilisin family
COG1404,K01342,,,NA,O,Serine protease, subtilisin family
COG1404,K13277,,,NA,O,Serine protease, subtilisin family
COG1404,K20486,,,NA,O,Serine protease, subtilisin family
COG1404,K01361,,,NA,O,Serine protease, subtilisin family
COG1405,K03124,,,NA,K,Transcription initiation factor TFIIIB, Brf1 subunit/Transcription initiation factor TFIIB
COG1406,K03409,,,NA,N,Chemotaxis protein CheX, a CheY~P-specific phosphatase
COG1407,K06953,,,NA,R,Metallophosphoesterase superfamily enzyme
COG1408,K07098,,,NA,R,Predicted phosphohydrolase, MPP superfamily
COG1409,K03651,,,NA,T,3',5'-cyclic AMP phosphodiesterase CpdA
COG1412,K07158,,,NA,J,rRNA-processing protein FCF1
COG1412,K14566,,,NA,J,rRNA-processing protein FCF1
COG1413,K20713,,,NA,R,HEAT repeat
COG1413,K02288,,,NA,R,HEAT repeat
COG1413,K02632,,,NA,R,HEAT repeat
COG1413,K22221,,,NA,R,HEAT repeat
COG1413,K06072,,,NA,R,HEAT repeat
COG1413,K02631,,,NA,R,HEAT repeat
